id,url,index,confidence,xmin,ymin,xmax,ymax,w,h,ponies,artists
1019250.jpg,https://derpicdn.net/img/view/2015/11/8/1019250.jpg,0,0.9592788815498352,156,255,1300,1475,1144,1220,twilight sparkle,evehly
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,0,0.9983999133110046,266,1017,510,1261,244,244,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,3,0.9898048043251038,268,731,458,921,190,190,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,5,0.9485403895378112,228,1319,452,1543,224,224,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,6,0.9062179327011108,95,1866,289,2060,194,194,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,0,0.9983999133110046,279,1030,499,1250,220,220,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,3,0.9898048043251038,277,742,449,914,172,172,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,5,0.9485403895378112,238,1331,442,1535,204,204,twilight sparkle,droll3
1019910.png,https://derpicdn.net/img/view/2015/11/9/1019910.png,6,0.9062179327011108,103,1875,279,2051,176,176,twilight sparkle,droll3
1020574.png,https://derpicdn.net/img/view/2015/11/10/1020574.png,0,0.9939272999763488,872,290,2066,1484,1194,1194,twilight sparkle,hoodie
1020574.png,https://derpicdn.net/img/view/2015/11/10/1020574.png,0,0.9939272999763488,926,345,2014,1433,1088,1088,twilight sparkle,hoodie
1020747.png,https://derpicdn.net/img/view/2015/11/11/1020747.png,0,0.9472588300704956,390,17,860,517,470,500,twilight sparkle,dm29
1020747.png,https://derpicdn.net/img/view/2015/11/11/1020747.png,0,0.9472588300704956,412,39,860,495,448,456,twilight sparkle,dm29
1021993.png,https://derpicdn.net/img/view/2015/11/13/1021993.png,0,0.9938892722129822,218,139,906,827,688,688,twilight sparkle,notenoughapples
1021993.png,https://derpicdn.net/img/view/2015/11/13/1021993.png,0,0.9938892722129822,248,171,874,797,626,626,twilight sparkle,notenoughapples
1022277.png,https://derpicdn.net/img/view/2015/11/13/1022277.png,0,0.9900429248809814,3,1063,2003,3063,2000,2000,twilight sparkle,mrscurlystyles
1022277.png,https://derpicdn.net/img/view/2015/11/13/1022277.png,0,0.9900429248809814,93,1153,1913,2973,1820,1820,twilight sparkle,mrscurlystyles
1023093.png,https://derpicdn.net/img/view/2015/11/15/1023093.png,0,0.9991447329521179,142,36,796,690,654,654,twilight sparkle,rune-blad3
1023093.png,https://derpicdn.net/img/view/2015/11/15/1023093.png,0,0.9991447329521179,172,66,766,660,594,594,twilight sparkle,rune-blad3
1023114.png,https://derpicdn.net/img/view/2015/11/15/1023114.png,0,0.9825865626335144,0,807,4295,5813,4295,5006,twilight sparkle,owlisun
1023114.png,https://derpicdn.net/img/view/2015/11/15/1023114.png,0,0.9825865626335144,0,234,4295,6376,4295,6142,twilight sparkle,owlisun
1023241.png,https://derpicdn.net/img/view/2015/11/15/1023241.png,0,0.9555101990699768,0,0,4884,5112,4884,5112,twilight sparkle,geometrymathalgebra
1023241.png,https://derpicdn.net/img/view/2015/11/15/1023241.png,0,0.9555101990699768,0,125,4638,4983,4638,4858,twilight sparkle,geometrymathalgebra
1023306.png,https://derpicdn.net/img/view/2015/11/15/1023306.png,0,0.9914168715476992,234,54,790,610,556,556,twilight sparkle,thattagen
1023306.png,https://derpicdn.net/img/view/2015/11/15/1023306.png,0,0.9914168715476992,259,79,765,585,506,506,twilight sparkle,thattagen
1024395.png,https://derpicdn.net/img/view/2015/11/17/1024395.png,0,0.9836075901985168,16,0,292,274,276,274,twilight sparkle,lulubell
1024395.png,https://derpicdn.net/img/view/2015/11/17/1024395.png,0,0.9836075901985168,29,10,279,260,250,250,twilight sparkle,lulubell
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,0,0.9991883635520936,2064,3489,3000,4523,936,1034,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,1,0.9987494349479676,1342,2376,2400,3434,1058,1058,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,4,0.9967955946922302,2022,2374,3000,3464,978,1090,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,10,0.9915656447410583,2052,1259,3000,2369,948,1110,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,11,0.9861333966255188,0,2398,1008,3470,1008,1072,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,12,0.9855050444602966,585,1324,1669,2408,1084,1084,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,13,0.9546887874603271,1323,224,2387,1288,1064,1064,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,0,0.9991883635520936,2113,3540,3000,4472,887,932,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,1,0.9987494349479676,1388,2420,2358,3390,970,970,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,4,0.9967955946922302,2072,2424,3000,3414,928,990,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,10,0.9915656447410583,2103,1310,3000,2318,897,1008,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,11,0.9861333966255188,0,2449,957,3419,957,970,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,12,0.9855050444602966,630,1368,1620,2358,990,990,twilight sparkle,silbersternenlicht
1024727.png,https://derpicdn.net/img/view/2015/11/17/1024727.png,13,0.9546887874603271,1375,274,2339,1238,964,964,twilight sparkle,silbersternenlicht
1024874.png,https://derpicdn.net/img/view/2015/11/17/1024874.png,0,0.9987332224845886,338,0,1598,1138,1260,1138,twilight sparkle,srtagiuu
1024874.png,https://derpicdn.net/img/view/2015/11/17/1024874.png,0,0.9987332224845886,394,0,1540,1060,1146,1060,twilight sparkle,srtagiuu
1026111.png,https://derpicdn.net/img/view/2015/11/19/1026111.png,0,0.9869660139083862,135,0,640,531,505,531,twilight sparkle,loyaldis
1026111.png,https://derpicdn.net/img/view/2015/11/19/1026111.png,0,0.9869660139083862,169,0,640,506,471,506,twilight sparkle,loyaldis
1028775.png,https://derpicdn.net/img/view/2015/11/23/1028775.png,0,0.9946367740631104,0,69,719,935,719,866,twilight sparkle,piesarts
1028775.png,https://derpicdn.net/img/view/2015/11/23/1028775.png,0,0.9946367740631104,0,108,678,896,678,788,twilight sparkle,piesarts
1032994.png,https://derpicdn.net/img/view/2015/11/29/1032994.png,0,0.9862479567527772,426,487,964,1025,538,538,twilight sparkle,gashiboka
1034138.jpg,https://derpicdn.net/img/view/2015/11/30/1034138.jpg,0,0.957231342792511,60,0,1252,1112,1192,1112,twilight sparkle,mistydash
1035654.png,https://derpicdn.net/img/view/2015/12/3/1035654.png,0,0.9883857369422911,46,0,542,485,496,485,twilight sparkle,silfoe|lunapaws
1038072.png,https://derpicdn.net/img/view/2015/12/6/1038072.png,0,0.9985554814338684,4,25,378,399,374,374,twilight sparkle,theparagon
1040481.jpg,https://derpicdn.net/img/view/2015/12/9/1040481.jpg,0,0.9818724393844604,7,31,659,683,652,652,twilight sparkle,luciferamon
1041899.png,https://derpicdn.net/img/view/2015/12/11/1041899.png,0,0.9983159899711608,389,523,765,899,376,376,twilight sparkle,viwrastupr
1041958.png,https://derpicdn.net/img/view/2015/12/11/1041958.png,0,0.995924711227417,51,0,1883,1749,1832,1749,twilight sparkle,bugplayer
1042227.png,https://derpicdn.net/img/view/2015/12/11/1042227.png,0,0.9946346879005432,136,0,644,459,508,459,twilight sparkle,ruhisu
1042646.png,https://derpicdn.net/img/view/2015/12/12/1042646.png,0,0.9863467812538148,160,0,640,447,480,447,twilight sparkle,ruhisu
1042957.png,https://derpicdn.net/img/view/2015/12/12/1042957.png,0,0.964293897151947,825,75,1277,527,452,452,twilight sparkle,january3rd
104801.jpg,https://derpicdn.net/img/view/2012/9/23/104801.jpg,0,0.9954922199249268,248,15,600,367,352,352,twilight sparkle,shepherd0821
1048841.jpg,https://derpicdn.net/img/view/2015/12/20/1048841.jpg,0,0.9416513442993164,257,58,1061,862,804,804,twilight sparkle,girlsay
1051149.jpg,https://derpicdn.net/img/view/2015/12/23/1051149.jpg,0,0.9823300838470459,241,33,1269,1061,1028,1028,twilight sparkle,éclair
1051268.png,https://derpicdn.net/img/view/2015/12/23/1051268.png,0,0.9347753524780272,79,0,723,639,644,639,twilight sparkle,9seconds
1054761.jpg,https://derpicdn.net/img/view/2015/12/29/1054761.jpg,0,0.9815881252288818,22,32,380,390,358,358,twilight sparkle,conoghi
1055438.png,https://derpicdn.net/img/view/2015/12/30/1055438.png,0,0.9969719052314758,104,107,772,775,668,668,twilight sparkle,b-epon
1056697.png,https://derpicdn.net/img/view/2015/12/31/1056697.png,0,0.9140114188194276,15,168,325,478,310,310,twilight sparkle,metal-kitty
1057062.jpg,https://derpicdn.net/img/view/2016/1/1/1057062.jpg,0,0.9802506566047668,0,40,455,522,455,482,twilight sparkle,dalapony
1059057.png,https://derpicdn.net/img/view/2016/1/3/1059057.png,0,0.9974130392074584,65,0,1061,907,996,907,twilight sparkle,hawthornss
1059577.png,https://derpicdn.net/img/view/2016/1/4/1059577.png,0,0.9982439875602722,239,4,629,394,390,390,twilight sparkle,foxxy-arts
1060761.png,https://derpicdn.net/img/view/2016/1/6/1060761.png,0,0.9851136803627014,157,221,589,653,432,432,twilight sparkle,mysticalpha
1063004.png,https://derpicdn.net/img/view/2016/1/9/1063004.png,0,0.9977884888648988,180,0,516,305,336,305,twilight sparkle,lizombie
1065604.png,https://derpicdn.net/img/view/2016/1/13/1065604.png,0,0.9895440340042114,13,48,355,390,342,342,twilight sparkle,nobody
1066323.png,https://derpicdn.net/img/view/2016/1/14/1066323.png,0,0.925627052783966,0,74,159,246,159,172,twilight sparkle,invisibleone11
1066467.png,https://derpicdn.net/img/view/2016/1/14/1066467.png,0,0.9923732876777648,550,0,1462,817,912,817,twilight sparkle,bugplayer
1067029.png,https://derpicdn.net/img/view/2016/1/15/1067029.png,0,0.9809688925743104,432,340,814,722,382,382,twilight sparkle,reuniclus
1068195.png,https://derpicdn.net/img/view/2016/1/17/1068195.png,0,0.9984514713287354,370,0,1148,717,778,717,twilight sparkle,notenoughapples
1068335.png,https://derpicdn.net/img/view/2016/1/17/1068335.png,0,0.9929266571998596,477,321,983,827,506,506,twilight sparkle,novabytes
1069409.jpg,https://derpicdn.net/img/view/2016/1/19/1069409.jpg,0,0.9993818998336792,111,0,501,366,390,366,twilight sparkle,drbdnv
1070374.png,https://derpicdn.net/img/view/2016/1/20/1070374.png,0,0.9983691573143004,214,59,1232,1077,1018,1018,twilight sparkle,bugplayer
1076058.png,https://derpicdn.net/img/view/2016/1/29/1076058.png,0,0.982096254825592,1202,0,2648,1381,1446,1381,twilight sparkle,souladdicted
1078793.png,https://derpicdn.net/img/view/2016/2/2/1078793.png,0,0.9986394643783568,234,0,1302,1067,1068,1067,twilight sparkle,inlucidreverie
1082657.jpg,https://derpicdn.net/img/view/2016/2/7/1082657.jpg,0,0.9934253692626952,828,5,1408,585,580,580,twilight sparkle,magnaluna
1085765.png,https://derpicdn.net/img/view/2016/2/11/1085765.png,0,0.995593011379242,873,163,2091,1381,1218,1218,twilight sparkle,bugplayer
1085868.jpg,https://derpicdn.net/img/view/2016/2/12/1085868.jpg,0,0.9934715628623962,302,0,836,526,534,526,twilight sparkle,ninjaham
1086119.png,https://derpicdn.net/img/view/2016/2/12/1086119.png,0,0.998137891292572,503,1524,1259,2280,756,756,twilight sparkle,fromamida
1086119.png,https://derpicdn.net/img/view/2016/2/12/1086119.png,1,0.99777489900589,1821,0,2603,782,782,782,twilight sparkle,fromamida
1086119.png,https://derpicdn.net/img/view/2016/2/12/1086119.png,2,0.9410305023193359,146,25,720,599,574,574,twilight sparkle,fromamida
1086831.png,https://derpicdn.net/img/view/2016/2/13/1086831.png,0,0.9968725442886353,1629,314,2239,924,610,610,twilight sparkle,wynnchi
1086831.png,https://derpicdn.net/img/view/2016/2/13/1086831.png,2,0.9846348762512208,0,439,485,939,485,500,twilight sparkle,wynnchi
1086831.png,https://derpicdn.net/img/view/2016/2/13/1086831.png,3,0.9422656893730164,942,0,1714,720,772,720,twilight sparkle,wynnchi
1088145.png,https://derpicdn.net/img/view/2016/2/14/1088145.png,0,0.9965113401412964,301,90,859,648,558,558,twilight sparkle,neoncel
1089845.jpg,https://derpicdn.net/img/view/2016/2/16/1089845.jpg,0,0.9941715002059937,37,33,699,695,662,662,twilight sparkle,bof|bgf
1090000.png,https://derpicdn.net/img/view/2016/2/16/1090000.png,0,0.9374939799308776,525,130,911,516,386,386,twilight sparkle,meekcheep
1091202.jpg,https://derpicdn.net/img/view/2016/2/18/1091202.jpg,0,0.9977114200592041,372,13,1058,699,686,686,twilight sparkle,mrs1989
1093007.png,https://derpicdn.net/img/view/2016/2/20/1093007.png,0,0.9983795285224916,222,1,644,423,422,422,twilight sparkle,thebrokencog
1093026.png,https://derpicdn.net/img/view/2016/2/20/1093026.png,0,0.998373806476593,222,1,644,423,422,422,twilight sparkle,thebrokencog
1101114.png,https://derpicdn.net/img/view/2016/3/3/1101114.png,0,0.976832389831543,183,153,2400,2627,2217,2474,twilight sparkle,drawponies|stellarsynthesis
1102615.png,https://derpicdn.net/img/view/2016/3/5/1102615.png,0,0.926936149597168,0,0,1024,1157,1024,1157,twilight sparkle,chromaskunk|stoic5
1104702.png,https://derpicdn.net/img/view/2016/3/8/1104702.png,0,0.9176180362701416,94,0,548,417,454,417,twilight sparkle,ehfa
1105619.png,https://derpicdn.net/img/view/2016/3/9/1105619.png,0,0.9892515540122986,11,24,575,588,564,564,twilight sparkle,umejiru
1106339.jpg,https://derpicdn.net/img/view/2016/3/11/1106339.jpg,0,0.9860399961471558,300,0,1524,1183,1224,1183,twilight sparkle,captainpudgemuffin
1107294.jpg,https://derpicdn.net/img/view/2016/3/12/1107294.jpg,0,0.9978549480438232,74,16,526,468,452,452,twilight sparkle,umehachi|doubt|91o42|ume89s
1107294.jpg,https://derpicdn.net/img/view/2016/3/12/1107294.jpg,1,0.99091899394989,514,12,1024,524,510,512,twilight sparkle,umehachi|doubt|91o42|ume89s
1107747.png,https://derpicdn.net/img/view/2016/3/13/1107747.png,0,0.9156468510627748,681,0,1169,398,488,398,twilight sparkle,shydale edits
1110939.png,https://derpicdn.net/img/view/2016/3/17/1110939.png,0,0.995675265789032,646,80,1492,926,846,846,twilight sparkle,bugplayer
1112115.png,https://derpicdn.net/img/view/2016/3/19/1112115.png,0,0.984908401966095,255,0,673,417,418,417,twilight sparkle,king-kakapo
1116869.png,https://derpicdn.net/img/view/2016/3/26/1116869.png,0,0.99436616897583,186,0,616,412,430,412,twilight sparkle,king-kakapo
1117591.png,https://derpicdn.net/img/view/2016/3/26/1117591.png,0,0.9892054200172424,403,59,887,543,484,484,twilight sparkle,bluntwhiskey
1118620.png,https://derpicdn.net/img/view/2016/3/28/1118620.png,0,0.9931505918502808,145,0,2777,2406,2632,2406,twilight sparkle,fluffyxai
1118901.png,https://derpicdn.net/img/view/2016/3/28/1118901.png,0,0.997868001461029,82,0,656,539,574,539,twilight sparkle,supermare
1119734.png,https://derpicdn.net/img/view/2016/3/29/1119734.png,0,0.978086233139038,2,23,1100,1133,1098,1110,twilight sparkle,theroyalprincesses
1120643.png,https://derpicdn.net/img/view/2016/3/30/1120643.png,0,0.9992876052856444,114,1,326,213,212,212,twilight sparkle,tuxisthename
1123771.png,https://derpicdn.net/img/view/2016/4/3/1123771.png,0,0.995176076889038,248,0,650,372,402,372,twilight sparkle,thebrokencog
1125303.png,https://derpicdn.net/img/view/2016/4/5/1125303.png,0,0.962739109992981,10,0,584,559,574,559,twilight sparkle,audrarius
1126262.jpg,https://derpicdn.net/img/view/2016/4/6/1126262.jpg,0,0.9913358092308044,619,0,3625,2528,3006,2528,twilight sparkle,magnaluna
1127321.png,https://derpicdn.net/img/view/2016/4/8/1127321.png,0,0.9982473254203796,459,13,1737,1291,1278,1278,twilight sparkle,slavedemorto
1127321.png,https://derpicdn.net/img/view/2016/4/8/1127321.png,1,0.9955613017082214,1918,161,2898,1141,980,980,twilight sparkle,slavedemorto
1128781.png,https://derpicdn.net/img/view/2016/4/10/1128781.png,0,0.9759461879730223,337,50,800,560,463,510,twilight sparkle,theparagon
1132639.png,https://derpicdn.net/img/view/2016/4/15/1132639.png,0,0.990010142326355,0,73,614,825,614,752,twilight sparkle,3xlneet|reiduran
1135424.png,https://derpicdn.net/img/view/2016/4/19/1135424.png,0,0.9733583331108092,91,1,641,551,550,550,twilight sparkle,tsitra360
1136455.png,https://derpicdn.net/img/view/2016/4/20/1136455.png,0,0.9764940142631532,47,0,919,794,872,794,twilight sparkle,june34rd
1136781.jpg,https://derpicdn.net/img/view/2016/4/20/1136781.jpg,0,0.999040186405182,992,322,1828,1158,836,836,twilight sparkle,tonyfleecs
1137624.png,https://derpicdn.net/img/view/2016/4/22/1137624.png,0,0.9978975057601928,270,104,772,606,502,502,twilight sparkle,victoreach
1139926.png,https://derpicdn.net/img/view/2016/4/25/1139926.png,0,0.9988721609115601,86,0,510,421,424,421,twilight sparkle,dfectivedvice|longren
1140906.png,https://derpicdn.net/img/view/2016/4/27/1140906.png,0,0.9923546314239502,96,3,640,547,544,544,twilight sparkle,lopoddity
1141953.png,https://derpicdn.net/img/view/2016/4/28/1141953.png,0,0.9800378680229188,138,33,726,653,588,620,twilight sparkle,tjpones
1146516.png,https://derpicdn.net/img/view/2016/5/4/1146516.png,0,0.9951747059822084,552,0,1676,1016,1124,1016,twilight sparkle,ponyecho
1147592.jpg,https://derpicdn.net/img/view/2016/5/6/1147592.jpg,0,0.9522860646247864,47,0,343,268,296,268,twilight sparkle,bluse
1147593.jpg,https://derpicdn.net/img/view/2016/5/6/1147593.jpg,0,0.9806250929832458,40,0,474,408,434,408,twilight sparkle,bluse
1151120.png,https://derpicdn.net/img/view/2016/5/10/1151120.png,0,0.9173198938369752,390,0,1764,1282,1374,1282,twilight sparkle,january3rd
1156277.png,https://derpicdn.net/img/view/2016/5/17/1156277.png,0,0.9961212277412416,822,0,4946,3937,4124,3937,twilight sparkle,dfectivedvice|mactavish1996
1156826.png,https://derpicdn.net/img/view/2016/5/18/1156826.png,0,0.9647117853164672,372,13,720,361,348,348,twilight sparkle,graphenescloset
1159279.png,https://derpicdn.net/img/view/2016/5/21/1159279.png,0,0.9408524036407472,143,52,1041,950,898,898,twilight sparkle,
1159833.png,https://derpicdn.net/img/view/2016/5/21/1159833.png,0,0.958781361579895,394,3,1302,911,908,908,twilight sparkle,novaspark
1159869.png,https://derpicdn.net/img/view/2016/5/21/1159869.png,0,0.9402752518653872,0,26,3901,4318,3901,4292,twilight sparkle,theevafreak
1160603.png,https://derpicdn.net/img/view/2016/5/22/1160603.png,0,0.9491541385650636,227,0,831,543,604,543,twilight sparkle,datte-before-dawn
1161687.png,https://derpicdn.net/img/view/2016/5/24/1161687.png,0,0.9879262447357178,207,25,1600,1531,1393,1506,twilight sparkle,sourspot
1162951.jpg,https://derpicdn.net/img/view/2016/5/25/1162951.jpg,0,0.996912956237793,784,0,1710,821,926,821,twilight sparkle,ncmares
1163540.png,https://derpicdn.net/img/view/2016/5/26/1163540.png,0,0.9954472184181212,48,0,748,669,700,669,twilight sparkle,bhawk
1168432.jpg,https://derpicdn.net/img/view/2016/6/2/1168432.jpg,0,0.9164003729820251,223,0,929,676,706,676,twilight sparkle,acrylic-stroke
1168442.png,https://derpicdn.net/img/view/2016/6/2/1168442.png,0,0.9801065921783448,531,497,1727,1693,1196,1196,twilight sparkle,fluttershy-wins
1169709.png,https://derpicdn.net/img/view/2016/6/4/1169709.png,0,0.9911466240882874,176,117,772,713,596,596,twilight sparkle,tamyarts
1171248.png,https://derpicdn.net/img/view/2016/6/5/1171248.png,0,0.968115508556366,168,103,416,351,248,248,twilight sparkle,buttersprinkle
1172376.png,https://derpicdn.net/img/view/2016/6/7/1172376.png,0,0.9686581492424012,67,0,819,719,752,719,twilight sparkle,purple-yoshi-draws|graphenescloset
1172377.png,https://derpicdn.net/img/view/2016/6/7/1172377.png,0,0.9955626130104064,346,0,1254,868,908,868,twilight sparkle,graphenescloset|purple-yoshi-draws
1173415.png,https://derpicdn.net/img/view/2016/6/8/1173415.png,0,0.9933264255523682,96,0,598,496,502,496,twilight sparkle,dm29
1175033.png,https://derpicdn.net/img/view/2016/6/10/1175033.png,0,0.9678598642349244,152,64,500,412,348,348,twilight sparkle,pepooni
1177649.png,https://derpicdn.net/img/view/2016/6/13/1177649.png,0,0.9969031810760498,874,0,1780,902,906,902,twilight sparkle,ambris
1179393.png,https://derpicdn.net/img/view/2016/6/16/1179393.png,0,0.997627854347229,41,0,515,438,474,438,twilight sparkle,slugbox
1180301.jpg,https://derpicdn.net/img/view/2016/6/17/1180301.jpg,0,0.98655503988266,649,314,985,650,336,336,twilight sparkle,dstears
1181773.png,https://derpicdn.net/img/view/2016/6/19/1181773.png,0,0.9682425856590272,0,35,584,683,584,648,twilight sparkle,assasinmonkey
1183719.jpg,https://derpicdn.net/img/view/2016/6/21/1183719.jpg,0,0.9993877410888672,493,44,1063,614,570,570,twilight sparkle,marcus todjel|ambris
1184290.png,https://derpicdn.net/img/view/2016/6/22/1184290.png,0,0.9824137091636658,161,100,415,354,254,254,twilight sparkle,buttersprinkle
1184890.png,https://derpicdn.net/img/view/2016/6/23/1184890.png,0,0.9646764397621156,78,168,504,594,426,426,twilight sparkle,acesential
1186742.png,https://derpicdn.net/img/view/2016/6/25/1186742.png,0,0.9955169558525084,379,0,1025,572,646,572,twilight sparkle,php92
1186976.png,https://derpicdn.net/img/view/2016/6/26/1186976.png,0,0.9812992215156556,375,54,887,566,512,512,twilight sparkle,pabbley
1187018.png,https://derpicdn.net/img/view/2016/6/26/1187018.png,0,0.9941467046737672,666,207,1188,729,522,522,twilight sparkle,pikachumask
1188047.jpg,https://derpicdn.net/img/view/2016/6/27/1188047.jpg,0,0.9964882135391236,9,38,839,868,830,830,twilight sparkle,elzzombie
11899.jpg,https://derpicdn.net/img/view/2012/6/20/11899.jpg,0,0.9945487380027772,274,0,652,359,378,359,twilight sparkle,oze
1191445.png,https://derpicdn.net/img/view/2016/7/2/1191445.png,0,0.9928589463233948,243,209,653,619,410,410,twilight sparkle,tjpones
1191445.png,https://derpicdn.net/img/view/2016/7/2/1191445.png,1,0.9843618869781494,610,53,1052,495,442,442,twilight sparkle,tjpones
1191730.png,https://derpicdn.net/img/view/2016/7/2/1191730.png,0,0.981408953666687,297,0,743,445,446,445,twilight sparkle,audrarius
1191781.png,https://derpicdn.net/img/view/2016/7/2/1191781.png,0,0.9773931503295898,121,48,467,394,346,346,twilight sparkle,sockl
1192078.png,https://derpicdn.net/img/view/2016/7/2/1192078.png,0,0.9889447689056396,317,49,837,569,520,520,twilight sparkle,hashioaryut
1194719.png,https://derpicdn.net/img/view/2016/7/6/1194719.png,2,0.9423249363899232,178,160,558,540,380,380,twilight sparkle,pika-chany
1195872.png,https://derpicdn.net/img/view/2016/7/8/1195872.png,0,0.9905797839164734,207,134,915,842,708,708,twilight sparkle,mlpanon
1196491.png,https://derpicdn.net/img/view/2016/7/8/1196491.png,0,0.9918233752250672,947,0,1303,310,356,310,twilight sparkle,php41
1197954.png,https://derpicdn.net/img/view/2016/7/10/1197954.png,0,0.9765651822090148,359,0,2599,2114,2240,2114,twilight sparkle,badumsquish
1199249.png,https://derpicdn.net/img/view/2016/7/12/1199249.png,0,0.9981082677841188,297,0,1141,826,844,826,twilight sparkle,silbersternenlicht
1199806.png,https://derpicdn.net/img/view/2016/7/13/1199806.png,0,0.9983264803886414,49,23,383,357,334,334,twilight sparkle,30clock
